scorevideo	LOG
File:	logXCB17_log.mat

VIDEO	FILE	SET
98849	54:54.97	flee	from	male	either
99933	55:31.10	flee	from	male	either
101121	56:10.70	attack	female	either
102231	56:47.70	flee	from	male	either
102577	56:59.23	flee	from	male	either
104013	57:47.10	attack	female	either
104417	58:00.57	flee	from	male	either
105057	58:21.90	quiver	at	female	either
105115	58:23.83	attack	female	either
105221	58:27.37	chase	female	either
105391	58:33.03	chase	female	either
105549	58:38.30	flee	from	male	either
105919	58:50.63	attack	female	either
106357	59:05.23	attack	female	either
107011	59:27.03	quiver	at	female	either
107215	59:33.83	attack	female	either
107245	59:34.83	quiver	at	female	either
107305	59:36.83	attack	female	either
107329	59:37.63	attack	female	either
107837	59:54.57	attack	female	either
------------------------------------------

NOTES
------------------------------------------
------------------------------------------

MARKS
------------------------------------------
frame	time(min:sec)	mark	name
------------------------------------------
	1	0:00.03	video	start
113175	62:52.50	video	end
------------------------------------------
